cpu_name,num_sockets,cores,price,cpu_mark,cpu_value,thread_mark,thread_value,tdp,power_perf,test_date,socket,category
Intel Xeon Gold 6330 @ 2.00GHz,1,28,1131.00,"43,056",38.07,"2,034",1.80,205,210.03,Sep 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6330 @ 2.00GHz,2,28,2262.00,"64,015",28.30,"1,958",,205,,Sep 2021,FCLGA4189,Server
Intel Xeon Gold 6330N @ 2.20GHz,1,28,1935.44,"36,360",18.79,"2,322",1.20,165,220.36,May 2022,FCLGA4189,Server
Intel Xeon Gold 6334 @ 3.60GHz,1,8,1918.00,"21,521",11.22,"2,545",1.33,165,130.43,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6334 @ 3.60GHz,2,8,3836.00,"35,117",9.15,"2,518",,165,,Aug 2021,FCLGA4189,Server
Intel Xeon Gold 6336Y @ 2.40GHz,1,24,1929.95,"45,517",23.58,"2,522",1.31,185,246.04,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6336Y @ 2.40GHz,2,24,3859.90,"71,408",18.50,"2,542",,185,,Aug 2021,FCLGA4189,Server
Intel Xeon Gold 6338 @ 2.00GHz,1,32,1606.23,"33,814",21.05,"2,206",1.37,205,164.94,Nov 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6338 @ 2.00GHz,2,32,3212.46,"68,563",21.34,"2,185",,205,,Nov 2021,FCLGA4189,Server
Intel Xeon Gold 6338N @ 2.20GHz,1,32,4671.69,"42,086",9.01,"2,066",0.44,185,227.49,Dec 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6338N @ 2.20GHz,2,32,9343.38,"65,860",7.05,"1,955",,185,,Dec 2021,FCLGA4189,Server
Intel Xeon Gold 6342 @ 2.80GHz,1,24,2400.00,"47,320",19.72,"2,431",1.01,230,205.74,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6342 @ 2.80GHz,2,24,4800.00,"73,194",15.25,"2,351",,230,,Aug 2021,FCLGA4189,Server
Intel Xeon Gold 6346 @ 3.10GHz,1,16,1860.00,"37,665",20.25,"2,483",1.34,205,183.73,Dec 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6346 @ 3.10GHz,2,16,3720.00,"55,568",14.94,"2,461",,205,,Dec 2021,FCLGA4189,Server
Intel Xeon Gold 6348 @ 2.60GHz,1,28,2146.00,"52,276",24.36,"2,459",1.15,235,222.45,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6348 @ 2.60GHz,2,28,4292.00,"75,906",17.69,"2,354",,235,,Aug 2021,FCLGA4189,Server
Intel Xeon Gold 6354 @ 3.00GHz,1,18,2100.00,"41,445",19.74,"2,450",1.17,205,202.17,Nov 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Gold 6354 @ 3.00GHz,2,18,4200.00,"64,422",15.34,"2,484",,205,,Nov 2021,FCLGA4189,Server
Intel Xeon Gold 6414U,1,32,2296.00,"57,200",24.91,"2,610",1.14,250,228.80,Apr 2023,FCLGA4677,Server
Intel Xeon Gold 6416H,1,18,1444.00,"40,606",28.12,"2,860",1.98,165,246.09,Mar 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6418H,2,24,4130.00,"84,526",20.47,"2,901",,185,,Jul 2023,FCLGA4677,Server
Intel Xeon Gold 6421N,1,32,2368.00,"58,797",24.83,"2,978",1.26,185,317.82,Sep 2023,FCLGA4677,Server
Intel Xeon Gold 6423N,1,28,2161.00,"57,434",26.58,"2,998",1.39,195,294.53,Nov 2023,FCLGA4677,Server
Intel Xeon Gold 6426Y,1,16,1517.00,"38,159",25.15,"2,714",1.79,185,206.27,Sep 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6426Y,2,16,3034.00,"68,988",22.74,"3,082",,185,,Sep 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6428N,2,32,6400.00,"86,030",13.44,"2,672",,185,,Aug 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6430,2,32,,"82,407",,"2,497",,,,Nov 2022,Unknown,Server
Intel Xeon Gold 6434,1,8,2585.77,"24,836",9.60,"2,759",1.07,195,127.36,Feb 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6434,2,8,5171.54,"48,025",9.29,"3,423",,195,,Feb 2024,FCLGA4677,Server
Intel Xeon Gold 6438N,1,32,3351.00,"52,789",15.75,"2,315",0.69,205,257.51,Sep 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6438Y+,2,32,6282.00,"93,306",14.85,"3,273",,205,,Jul 2023,FCLGA4677,Server
Intel Xeon Gold 6442Y,1,24,2878.00,"56,263",19.55,"2,992",1.04,225,250.06,May 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6442Y,2,24,5756.00,"92,983",16.15,"3,190",,225,,May 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6444Y,2,16,7244.00,"71,870",9.92,"3,267",,270,,Jul 2023,FCLGA4677,Server
Intel Xeon Gold 6448Y,1,32,3583.00,"60,449",16.87,"2,686",0.75,225,268.66,Apr 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6448Y,2,32,7166.00,"104,805",14.63,"3,277",,225,,Apr 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6454S,2,32,6314.00,"85,725",13.58,"2,355",,270,,Jun 2023,FCLGA4677,Server
Intel Xeon Gold 6526Y,1,16,1517.00,"46,025",30.34,"3,242",2.14,195,236.03,Apr 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6526Y,2,16,3034.00,"69,689",22.97,"3,095",,195,,Apr 2024,FCLGA4677,Server
Intel Xeon Gold 6530,1,32,2128.00,"65,533",30.80,"3,330",1.56,270,242.71,Apr 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6530,2,32,4256.00,"97,607",22.93,"3,280",,270,,Apr 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6534,2,8,,"51,562",,"3,450",,195,,Sep 2024,FCLGA4677,Server
Intel Xeon Gold 6538N,1,32,3351.00,"44,895",13.40,"1,725",0.51,205,219.00,Mar 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6544Y,2,16,7244.00,"79,819",11.02,"3,227",,270,,Jul 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Gold 6548Y+,2,32,7452.00,"85,587",11.49,"2,446",,205,,Mar 2024,FCLGA4677,Server
Intel Xeon L3110 @ 3.00GHz,1,2,,"1,338",,"1,279",,45,29.74,Jan 2009,LGA775,Server
Intel Xeon L3360 @ 2.83GHz,1,4,89.23,"2,412",27.03,"1,224",13.71,65,37.10,May 2012,LGA775,Server
Intel Xeon L3406 @ 2.27GHz,1,2,257.88,928,3.60,647,2.51,30,30.94,Jan 2010,LGA1156,Server
Intel Xeon L3426 @ 1.87GHz,1,4,199.99,"2,470",12.35,"1,231",6.15,45,54.88,Mar 2010,LGA1156,Server
Intel Xeon L5240 @ 3.00GHz,1,2,31.40,"1,337",42.57,"1,299",41.36,40,33.42,Jun 2009,LGA771,Server
Intel Xeon L5310 @ 1.60GHz,1,4,112.50,"1,385",12.31,662,5.88,50,27.70,May 2016,LGA771,Server
Intel Xeon L5320 @ 1.86GHz,1,4,69.99,"1,118",15.97,281,4.02,50,22.35,Oct 2011,LGA771,Server
Intel Xeon L5335 @ 2.00GHz,1,4,18.79,"1,737",92.43,822,43.77,50,34.74,Jan 2007,LGA771,Server
Intel Xeon L5408 @ 2.13GHz,1,4,,"1,769",,936,,40,44.22,May 2014,LGA771,Server
Intel Xeon L5410 @ 2.33GHz,1,4,100.08,"1,940",19.38,"1,029",10.28,50,38.80,Mar 2009,LGA771,Server
[Dual CPU] Intel Xeon L5410 @ 2.33GHz,2,4,200.16,"3,974",19.86,"1,009",,50,,Mar 2009,LGA771,Server
Intel Xeon L5420 @ 2.50GHz,1,4,27.50,"2,143",77.91,"1,100",40.00,50,42.85,Feb 2009,LGA771,Server
[Dual CPU] Intel Xeon L5420 @ 2.50GHz,2,4,55.00,"4,221",76.75,"1,100",,50,,Feb 2009,LGA771,Server
Intel Xeon L5430 @ 2.66GHz,1,4,219.00,"2,260",10.32,"1,154",5.27,50,45.20,Feb 2014,LGA771,Server
[Dual CPU] Intel Xeon L5430 @ 2.66GHz,2,4,438.00,"4,269",9.75,"1,131",,50,,Feb 2014,LGA771,Server
[Dual CPU] Intel Xeon L5506 @ 2.13GHz,2,4,236.00,"4,019",17.03,967,,60,,Feb 2011,LGA1366,Server
Intel Xeon L5520 @ 2.27GHz,1,4,29.00,"2,274",78.43,"1,001",34.52,60,37.91,Mar 2010,LGA1366,Server
[Dual CPU] Intel Xeon L5520 @ 2.27GHz,2,4,58.00,"4,561",78.63,969,,60,,Mar 2010,LGA1366,Server
Intel Xeon L5530 @ 2.40GHz,1,4,62.00,"2,522",40.68,"1,169",18.85,60,42.03,Oct 2011,LGA1366,Server
Intel Xeon L5609 @ 1.87GHz,1,4,,"3,298",,"1,160",,40,82.45,Jan 2010,LGA1366,Server
Intel Xeon L5630 @ 2.13GHz,1,4,112.26,"3,018",26.88,"1,033",9.20,40,75.45,Jan 2010,LGA1366,Server
[Dual CPU] Intel Xeon L5630 @ 2.13GHz,2,4,224.52,"5,267",23.46,964,,40,,Jan 2010,LGA1366,Server
Intel Xeon L5638 @ 2.00GHz,1,6,69.90,"3,707",53.03,862,12.33,60,61.78,Apr 2011,LGA1366,Server
[Dual CPU] Intel Xeon L5638 @ 2.00GHz,2,6,139.80,"7,217",51.62,944,,60,,Apr 2011,LGA1366,Server
Intel Xeon L5639 @ 2.13GHz,1,6,,"4,419",,"1,102",,60,73.65,Jul 2013,LGA1366,Server
[Dual CPU] Intel Xeon L5639 @ 2.13GHz,2,6,,"5,768",,"1,010",,60,,Jul 2013,LGA1366,Server
Intel Xeon L5640 @ 2.27GHz,1,6,89.95,"4,645",51.64,"1,117",12.42,60,77.42,Sep 2010,LGA1366,Server
[Dual CPU] Intel Xeon L5640 @ 2.27GHz,2,6,179.90,"8,474",47.10,"1,155",,60,,Sep 2010,LGA1366,Server
Intel Xeon L7455 @ 2.13GHz,1,6,,"2,494",,601,,65,38.36,Nov 2014,PGA604,Server
Intel Xeon Max 9480,1,56,920.40,"87,420",94.98,"2,926",3.18,350,249.77,Mar 2024,FCLGA4677,Server
Intel Xeon MV 3.20GHz,1,2,,582,,378,,90,6.46,May 2015,mPGA604,Server
Intel Xeon Phi 7210 @ 1.30GHz,1,64,1881.00,"7,306",3.88,460,0.24,215,33.98,Oct 2023,SVLCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 6162 @ 1.90GHz,2,24,6230.00,"43,470",6.98,"1,678",,150,,Mar 2024,FCLGA3647,Server
Intel Xeon Platinum 8124M @ 3.00GHz,1,18,,"27,336",,"2,091",,,,Nov 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8124M @ 3.00GHz,2,18,,"48,775",,"2,019",,,,Nov 2018,FCLGA3647,Server
Intel Xeon Platinum 8151 @ 3.40GHz,1,2,,"5,669",,"2,364",,,,May 2019,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8153 @ 2.00GHz,2,16,2555.84,"30,722",12.02,"1,643",,125,,Oct 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8156 @ 3.60GHz,2,4,2500.00,"16,852",6.74,"2,245",,105,,Mar 2023,FCLGA3647,Server
Intel Xeon Platinum 8160 @ 2.10GHz,1,24,1495.00,"28,825",19.28,"2,077",1.39,150,192.17,Sep 2017,FCLGA3647,Server
[Quad CPU] Intel Xeon Platinum 8160 @ 2.10GHz,4,24,5980.00,"72,905",12.19,"2,379",,150,,Sep 2017,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8160 @ 2.10GHz,2,24,2990.00,"49,282",16.48,"2,037",,150,,Sep 2017,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8160M @ 2.10GHz,2,24,3117.40,"53,398",17.13,"2,217",,150,,Aug 2018,FCLGA3647,Server
Intel Xeon Platinum 8167M @ 2.00GHz,1,26,,"25,396",,"1,455",,,,Jan 2019,FCLGA3647,Server
Intel Xeon Platinum 8168 @ 2.70GHz,1,24,1498.95,"33,099",22.08,"2,092",1.40,205,161.46,Oct 2017,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8168 @ 2.70GHz,2,24,2997.90,"54,588",18.21,"2,147",,205,,Oct 2017,FCLGA3647,Server
Intel Xeon Platinum 8171M @ 2.60GHz,1,26,,"30,632",,"2,222",,165,185.65,Mar 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8171M @ 2.60GHz,2,26,,"57,780",,"2,109",,165,,Mar 2018,FCLGA3647,Server
Intel Xeon Platinum 8173M @ 2.00GHz,1,28,,"28,025",,"2,058",,165,169.85,Feb 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8173M @ 2.00GHz,2,28,,"53,264",,"1,993",,165,,Feb 2018,FCLGA3647,Server
Intel Xeon Platinum 8175M @ 2.50GHz,1,24,,"26,659",,"1,903",,,,Aug 2018,FCLGA3647,Server
Intel Xeon Platinum 8176 @ 2.10GHz,1,28,2793.70,"23,179",8.30,"2,048",0.73,165,140.48,Jun 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8176 @ 2.10GHz,2,28,5587.40,"53,835",9.64,"2,040",,165,,Jun 2019,FCLGA3647,Server
[Quad CPU] Intel Xeon Platinum 8176M @ 2.10GHz,4,28,,"88,102",,"2,379",,165,,Feb 2020,FCLGA3647,Server
Intel Xeon Platinum 8180 @ 2.50GHz,1,28,3750.00,"38,259",10.20,"2,142",0.57,205,186.63,Mar 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8180 @ 2.50GHz,2,28,7500.00,"59,385",7.92,"2,133",,205,,Mar 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8180M @ 2.50GHz,2,28,,"52,715",,"2,142",,205,,May 2019,FCLGA3647,Server
Intel Xeon Platinum 8252C @ 3.80GHz,1,12,,"28,147",,"2,700",,,,Dec 2020,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8252C @ 3.80GHz,2,12,,"48,676",,"2,683",,,,Dec 2020,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8253 @ 2.20GHz,2,16,5299.72,"30,507",5.76,"1,754",,125,,Jun 2020,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8256 @ 3.80GHz,2,4,14992.00,"16,787",1.12,"2,336",,105,,Apr 2022,FCLGA3647,Server
Intel Xeon Platinum 8259CL @ 2.50GHz,1,24,,"31,142",,"1,955",,210,148.30,Feb 2020,LGA 3647,Server
[Dual CPU] Intel Xeon Platinum 8259CL @ 2.50GHz,2,24,,"54,849",,"2,042",,210,,Feb 2020,LGA 3647,Server
Intel Xeon Platinum 8260 @ 2.40GHz,1,24,2051.94,"30,347",14.79,"2,239",1.09,165,183.92,Sep 2019,FCLGA3647,Server
[Quad CPU] Intel Xeon Platinum 8260 @ 2.40GHz,4,24,8207.76,"83,793",10.21,"2,297",,165,,Sep 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8260 @ 2.40GHz,2,24,4103.88,"52,066",12.69,"2,065",,165,,Sep 2019,FCLGA3647,Server
Intel Xeon Platinum 8260M @ 2.30GHz,1,24,7705.00,"33,970",4.41,"2,315",0.30,165,205.88,Oct 2020,LGA3647,Server
[Dual CPU] Intel Xeon Platinum 8260M @ 2.30GHz,2,24,15410.00,"55,297",3.59,"2,472",,165,,Oct 2020,LGA3647,Server
Intel Xeon Platinum 8268 @ 2.90GHz,1,24,6005.98,"34,483",5.74,"2,255",0.38,205,168.21,Jun 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8268 @ 2.90GHz,2,24,12011.96,"62,130",5.17,"2,347",,205,,Jun 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8269CY @ 2.50GHz,2,26,,"61,811",,"2,053",,,,Jul 2022,FCLGA3647,Server
Intel Xeon Platinum 8270 @ 2.70GHz,1,26,4021.86,"29,986",7.46,"2,325",0.58,205,146.27,Dec 2023,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8270CL @ 2.70GHz,2,26,,"52,386",,"2,382",,205,,Jun 2022,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8273CL @ 2.20GHz,2,28,,"50,348",,"2,144",,165,,Jan 2021,FCLGA3647,Server
Intel Xeon Platinum 8275CL @ 3.00GHz,1,24,,"40,794",,"2,386",,,,Dec 2019,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8275CL @ 3.00GHz,2,24,,"66,812",,"2,375",,,,Dec 2019,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8276L @ 2.20GHz,2,28,5000.00,"60,188",12.04,"2,427",,,,Mar 2019,Unknown,Server
Intel Xeon Platinum 8280 @ 2.70GHz,1,28,3100.00,"32,781",10.57,"2,029",0.65,205,159.91,Jan 2020,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8280 @ 2.70GHz,2,28,6200.00,"64,291",10.37,"2,356",,205,,Jan 2020,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum 8336C,2,32,,"74,875",,"2,054",,230,,Apr 2024,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8338C @ 2.60GHz,2,32,,"81,817",,"2,439",,250,,Jun 2023,FCLGA4189,Server
Intel Xeon Platinum 8347C @ 2.10GHz,1,36,,"49,386",,"2,445",,210,235.17,Mar 2022,LGA4189,Server
[Dual CPU] Intel Xeon Platinum 8352Y @ 2.20GHz,2,32,3094.00,"68,643",22.19,"1,913",,205,,Jul 2021,FCLGA4189,Server
Intel Xeon Platinum 8358 @ 2.60GHz,1,32,4398.95,"54,416",12.37,"2,382",0.54,250,217.67,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8358 @ 2.60GHz,2,32,8797.90,"83,116",9.45,"2,355",,250,,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8358P @ 2.60GHz,2,32,,"82,052",,"2,378",,240,,Oct 2022,FCLGA4189,Server
Intel Xeon Platinum 8360Y @ 2.40GHz,1,36,2800.00,"54,078",19.31,"2,489",0.89,250,216.31,Oct 2023,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8368 @ 2.40GHz,2,38,15562.36,"88,038",5.66,"2,345",,270,,Apr 2021,FCLGA4189,Server
Intel Xeon Platinum 8368Q @ 2.60GHz,1,38,,"46,681",,"2,568",,270,172.89,Apr 2024,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8369B @ 2.90GHz,2,32,,"87,459",,"2,499",,270,,Jul 2024,FCLGA4189,Server
Intel Xeon Platinum 8375C @ 2.90GHz,1,32,,"56,202",,"2,474",,300,187.34,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8375C @ 2.90GHz,2,32,,"86,451",,"2,468",,300,,Aug 2021,FCLGA4189,Server
Intel Xeon Platinum 8380 @ 2.30GHz,1,40,7301.00,"62,318",8.54,"2,385",0.33,270,230.81,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8380 @ 2.30GHz,2,40,14602.00,"91,257",6.25,"2,400",,270,,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Platinum 8450H,2,28,9416.00,"87,103",9.25,"2,902",,250,,Aug 2024,FCLGA4677,Server
Intel Xeon Platinum 8454H,1,32,6540.00,"62,347",9.53,"2,831",0.43,270,230.91,Apr 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8458P,2,44,13518.00,"117,136",8.67,"2,841",,350,,Mar 2024,FCLGA4677,Server
Intel Xeon Platinum 8461V,1,48,4491.00,"74,982",16.70,"2,855",0.64,300,249.94,Sep 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8462Y+,2,32,11890.00,"111,282",9.36,"3,065",,300,,Mar 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8468,2,48,14428.00,"126,838",8.79,"3,156",,350,,Mar 2024,FCLGA4677,Server
Intel Xeon Platinum 8470 @2.00GHz,1,52,9359.00,"89,850",9.60,"3,153",0.34,350,256.72,Sep 2023,FCLGA4677,Server
Intel Xeon Platinum 8475B,1,1,,"3,280",,"2,581",,,,Jul 2024,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8479 @2.00GHz,2,28,,"24,087",,"2,453",,350,,Aug 2023,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8480+,2,56,21420.00,"125,165",5.84,"2,942",,350,,Apr 2023,FCLGA4677,Server
Intel Xeon Platinum 8481C @ 2.70GHz,1,4,,"11,681",,"2,479",,350,33.37,Feb 2023,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8488C,2,48,,"127,207",,"3,096",,385,,Aug 2023,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8568Y+,2,48,12994.00,"125,432",9.65,"2,978",,350,,Jul 2024,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8570,2,56,19190.00,"137,588",7.17,"3,224",,350,,Sep 2024,FCLGA4677,Server
Intel Xeon Platinum 8571N,1,52,,"68,385",,"1,969",,300,227.95,Apr 2024,FCLGA4677,Server
Intel Xeon Platinum 8575C,1,1,,"3,342",,"2,593",,,,Jul 2024,Unknown,Server
Intel Xeon Platinum 8592+,1,64,11600.00,"84,013",7.24,"2,411",0.21,350,240.04,Sep 2024,FCLGA4677,Server
Intel Xeon Platinum P-8124 @ 3.00GHz,1,18,,"22,674",,"2,059",,240,94.47,Nov 2021,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum P-8124 @ 3.00GHz,2,18,,"43,913",,"2,096",,240,,Nov 2021,FCLGA3647,Server
Intel Xeon Silver 4108 @ 1.80GHz,1,8,181.04,"8,909",49.21,"1,483",8.19,85,104.81,Jan 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4108 @ 1.80GHz,2,8,362.08,"16,080",44.41,"1,676",,85,,Jan 2018,FCLGA3647,Server
Intel Xeon Silver 4109T @ 2.00GHz,1,8,692.02,"10,348",14.95,"1,445",2.09,70,147.83,Apr 2018,FCLGA3647,Server
Intel Xeon Silver 4110 @ 2.10GHz,1,8,137.84,"10,215",74.11,"1,595",11.57,85,120.18,Oct 2017,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4110 @ 2.10GHz,2,8,275.68,"17,328",62.86,"1,628",,85,,Oct 2017,FCLGA3647,Server
Intel Xeon Silver 4112 @ 2.60GHz,1,4,222.94,"6,446",28.91,"1,707",7.66,85,75.83,Feb 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4112 @ 2.60GHz,2,4,445.88,"12,358",27.72,"1,760",,85,,Feb 2018,FCLGA3647,Server
Intel Xeon Silver 4114 @ 2.20GHz,1,10,29.99,"13,139",438.13,"1,719",57.31,85,154.58,Oct 2017,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4114 @ 2.20GHz,2,10,59.98,"20,898",348.42,"1,667",,85,,Oct 2017,FCLGA3647,Server
Intel Xeon Silver 4116 @ 2.10GHz,1,12,76.00,"14,660",192.89,"1,657",21.80,85,172.47,Jan 2018,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4116 @ 2.10GHz,2,12,152.00,"25,536",168.00,"1,680",,85,,Jan 2018,FCLGA3647,Server
Intel Xeon Silver 4116T @ 2.10GHz,1,12,1112.00,"15,187",13.66,"1,781",1.60,85,178.66,Feb 2021,FCLGA3647,Server
Intel Xeon Silver 4123 @ 3.00GHz,1,8,,"14,405",,"1,967",,105,137.19,Feb 2018,Unknown,Server
Intel Xeon Silver 4208 @ 2.10GHz,1,8,294.00,"11,259",38.30,"1,774",6.03,85,132.46,Jul 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4208 @ 2.10GHz,2,8,588.00,"18,948",32.22,"1,761",,85,,Jul 2019,FCLGA3647,Server
Intel Xeon Silver 4209T @ 2.20GHz,1,8,649.25,"11,080",17.07,"1,693",2.61,70,158.29,Apr 2019,FCLGA3647,Server
Intel Xeon Silver 4210 @ 2.20GHz,1,10,293.60,"13,457",45.83,"1,725",5.88,85,158.32,Aug 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4210 @ 2.20GHz,2,10,587.20,"23,593",40.18,"1,808",,85,,Aug 2019,FCLGA3647,Server
Intel Xeon Silver 4210R @ 2.40GHz,1,10,487.00,"15,118",31.04,"1,794",3.68,100,151.18,Jun 2020,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4210R @ 2.40GHz,2,10,974.00,"22,754",23.36,"1,810",,100,,Jun 2020,FCLGA3647,Server
Intel Xeon Silver 4214 @ 2.20GHz,1,12,315.57,"16,190",51.31,"1,769",5.60,85,190.48,Sep 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4214 @ 2.20GHz,2,12,631.14,"26,054",41.28,"1,786",,85,,Sep 2019,FCLGA3647,Server
Intel Xeon Silver 4214R @ 2.40GHz,1,12,562.50,"18,275",32.49,"1,975",3.51,100,182.75,May 2020,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4214R @ 2.40GHz,2,12,1125.00,"29,295",26.04,"1,989",,100,,May 2020,FCLGA3647,Server
Intel Xeon Silver 4214Y @ 2.20GHz,1,12,750.00,"16,442",21.92,"1,822",2.43,85,193.44,Jun 2020,FCLGA3647,Server
Intel Xeon Silver 4215 @ 2.50GHz,1,8,632.10,"14,439",22.84,"2,060",3.26,85,169.87,Jun 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4215 @ 2.50GHz,2,8,1264.20,"22,379",17.70,"1,810",,85,,Jun 2019,FCLGA3647,Server
Intel Xeon Silver 4215R @ 3.20GHz,1,8,869.06,"15,004",17.26,"2,262",2.60,130,115.42,Oct 2020,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4215R @ 3.20GHz,2,8,1738.12,"24,102",13.87,"1,945",,130,,Oct 2020,FCLGA3647,Server
Intel Xeon Silver 4216 @ 2.10GHz,1,16,729.95,"20,613",28.24,"1,807",2.48,100,206.13,Aug 2019,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4216 @ 2.10GHz,2,16,1459.90,"30,184",20.68,"1,780",,100,,Aug 2019,FCLGA3647,Server
Intel Xeon Silver 4216R @ 2.20GHz,1,16,,"24,027",,"1,866",,,,Sep 2024,FCLGA3647,Server
Intel Xeon Silver 4309Y @ 2.80GHz,1,8,395.42,"19,100",48.30,"2,420",6.12,105,181.91,Jul 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Silver 4309Y @ 2.80GHz,2,8,790.84,"31,783",40.19,"2,456",,105,,Jul 2021,FCLGA4189,Server
Intel Xeon Silver 4310 @ 2.10GHz,1,12,486.57,"22,642",46.53,"2,187",4.49,120,188.68,May 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Silver 4310 @ 2.10GHz,2,12,973.14,"33,665",34.59,"1,943",,120,,May 2021,FCLGA4189,Server
Intel Xeon Silver 4310T @ 2.30GHz,1,10,714.25,"20,973",29.36,"2,288",3.20,105,199.74,Sep 2021,FCLGA4189,Server
Intel Xeon Silver 4314 @ 2.40GHz,1,16,849.99,"28,954",34.06,"2,215",2.61,135,214.47,Aug 2021,FCLGA4189,Server
[Dual CPU] Intel Xeon Silver 4314 @ 2.40GHz,2,16,1699.98,"46,348",27.26,"2,192",,135,,Aug 2021,FCLGA4189,Server
