videocard_name,price,g3d_mark,videocard_value,g2d_mark,tdp,power_perf,vram,test_date,category
Radeon HD 7520G + HD 8750M Dual,,651,,289,,,,Jul 2015,Mobile
Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,,575,,386,,,,Oct 2013,Unknown
Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,,365,,263,,,,Dec 2013,Mobile
Radeon HD 7540D,,332,,129,65,5.11,,Oct 2012,Desktop
Radeon HD 7540D + 6570 Dual,,720,,469,,,,Jul 2013,Unknown
Radeon HD 7540D + 7500 Dual,,822,,471,,,,Dec 2014,Unknown
Radeon HD 7540D + HD 6450 Dual,,643,,444,,,,Apr 2014,Unknown
Radeon HD 7550M,,465,,403,13,35.76,1024,Jul 2012,Mobile
Radeon HD 7550M/7650M,,729,,524,13,56.04,1024,Jul 2012,Mobile
Radeon HD 7560D,,457,,166,100,4.57,,Aug 2012,Desktop
Radeon HD 7560D + 6450 Dual,,569,,490,,,,Jan 2013,Unknown
Radeon HD 7560D + 6570 Dual,,833,,476,,,,Oct 2012,Unknown
Radeon HD 7560D + 6670 Dual,,"1,131",,501,,,,Dec 2012,Unknown
Radeon HD 7560D + 7560D Dual,,983,,420,,,,May 2014,Unknown
Radeon HD 7560D + 7570 Dual,,985,,434,,,,Sep 2013,Unknown
Radeon HD 7560D + 7670 Dual,,"1,426",,445,,,,Jul 2012,Unknown
Radeon HD 7560D + 7700 Dual,,"1,919",,518,,,,Mar 2014,Unknown
Radeon HD 7560D + HD 6570 Dual,,"1,237",,528,,,,Apr 2014,Unknown
Radeon HD 7560D + HD 6670 Dual,,"1,555",,652,,,,Jun 2014,Unknown
Radeon HD 7560D + HD 7000 Dual,,534,,423,,,,Jun 2014,Unknown
Radeon HD 7560D + HD 7600 Dual,,"1,258",,457,,,,Apr 2017,Unknown
Radeon HD 7560D + HD 7670 Dual,,"1,380",,463,,,,Sep 2014,Unknown
Radeon HD 7560D + HD 7700 Dual,,"1,347",,497,,,,Mar 2015,Unknown
Radeon HD 7560D + HD 8570 Dual,,936,,425,,,,Apr 2014,Unknown
Radeon HD 7560D + R5 235 Dual,,563,,397,,,,Jul 2015,Unknown
Radeon HD 7570,102.49,612,5.98,258,44,13.92,1024,Aug 2012,Desktop
Radeon HD 7570M,,427,,189,13,32.81,1024,Jun 2012,Mobile
Radeon HD 7570M/HD 7670M,,699,,555,25,27.96,1024,Mar 2015,Mobile
Radeon HD 7580D,,351,,430,,,,Jun 2013,Unknown
Radeon HD 7600G,,327,,93,,,,Nov 2012,Unknown
Radeon HD 7600G + 6400M Dual,,377,,257,,,,Jul 2013,Mobile
Radeon HD 7600G + 7450M Dual,,390,,221,,,,Apr 2013,Mobile
Radeon HD 7600G + 7500M/7600M Dual,,406,,210,,,,May 2013,Mobile
Radeon HD 7600G + 7550M Dual,,423,,247,,,,Apr 2014,Mobile
Radeon HD 7600G + 8500M/8700M Dual,,334,,131,,,,Dec 2013,Mobile
Radeon HD 7600G + HD 7400M Dual,,329,,147,,,,Oct 2015,Mobile
Radeon HD 7600G + HD 7500M/7600M Dual,,477,,126,,,,Jun 2015,Mobile
Radeon HD 7600G + HD 7550M Dual,,509,,202,,,,Dec 2014,Mobile
Radeon HD 7600G + HD 8670M Dual,,544,,241,,,,Apr 2015,Mobile
Radeon HD 7600G + HD Dual,,435,,158,,,,Jan 2014,Unknown
Radeon HD 7600G N HD 7600G + HD ON HD Dual,,526,,244,,,,Dec 2016,Unknown
Radeon HD 7600M + 7600M Dual,,773,,317,,,,Oct 2012,Mobile
Radeon HD 7610M,,632,,479,20,31.61,1024,Jul 2012,Mobile
Radeon HD 7620G,,364,,112,,,,Jul 2012,Unknown
Radeon HD 7620G + 8600M Dual,,509,,294,,,,Nov 2013,Mobile
Radeon HD 7620G + 8670M Dual,,577,,322,,,,Dec 2013,Mobile
Radeon HD 7620G + HD 8600M Dual,,443,,267,,,,Dec 2014,Mobile
Radeon HD 7620G + HD 8670M Dual,,507,,267,,,,Feb 2014,Mobile
Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,,452,,238,,,,Dec 2013,Mobile
Radeon HD 7640G,,460,,124,,,,Jul 2012,Unknown
Radeon HD 7640G + 6400M Dual,,527,,279,,,,Dec 2012,Mobile
Radeon HD 7640G + 7400M Dual,,637,,286,,,,Mar 2013,Mobile
Radeon HD 7640G + 7450M Dual,,754,,353,,,,Jul 2014,Mobile
Radeon HD 7640G + 7470M Dual,,595,,301,,,,Jun 2012,Mobile
Radeon HD 7640G + 7500/7600 Dual,,627,,293,,,,Jul 2013,Unknown
Radeon HD 7640G + 7500M/7600M Dual,,776,,317,,,,Oct 2012,Mobile
Radeon HD 7640G + 7600M Dual,,706,,294,,,,Jul 2012,Mobile
Radeon HD 7640G + 7610M Dual,,510,,309,,,,Oct 2013,Mobile
Radeon HD 7640G + 7650M Dual,,747,,188,,,,Jan 2014,Mobile
Radeon HD 7640G + 7670M Dual,,645,,294,,,,Jun 2012,Mobile
Radeon HD 7640G + 7690M Dual,,946,,325,,,,Dec 2013,Mobile
Radeon HD 7640G + 7700M Dual,,691,,324,,,,Nov 2013,Mobile
Radeon HD 7640G + 8500M Dual,,586,,308,,,,Feb 2014,Mobile
Radeon HD 7640G + 8570M Dual,,558,,274,,,,Dec 2013,Mobile
Radeon HD 7640G + 8600/8700M Dual,,689,,308,,,,Oct 2013,Mobile
Radeon HD 7640G + 8600M Dual,,250,,217,,,,Dec 2017,Mobile
Radeon HD 7640G + 8670M Dual,,558,,316,,,,Jan 2014,Mobile
Radeon HD 7640G + 8750M Dual,,655,,305,,,,Nov 2013,Mobile
Radeon HD 7640G + HD 7400M Dual,,621,,297,,,,Oct 2014,Mobile
Radeon HD 7640G + HD 7500/7600 Dual,,424,,301,,,,Oct 2015,Unknown
Radeon HD 7640G + HD 7600M Dual,,704,,277,,,,Oct 2014,Mobile
Radeon HD 7640G + HD 7600M N HD 7600M Dual,,407,,198,,,,Dec 2013,Mobile
Radeon HD 7640G + HD 7670M Dual,,519,,97,,,,Aug 2014,Mobile
Radeon HD 7640G + HD 7700M Dual,,589,,277,,,,Nov 2015,Mobile
Radeon HD 7640G + HD 7700M N HD 7700M Dual,,631,,272,,,,May 2015,Mobile
Radeon HD 7640G + HD 8500M Dual,,607,,305,,,,Jul 2014,Mobile
Radeon HD 7640G + HD 8500M N HD 8500M Dual,,666,,311,,,,Nov 2013,Mobile
Radeon HD 7640G + HD 8570M Dual,,475,,196,,,,Jun 2014,Mobile
Radeon HD 7640G + HD 8600/8700M Dual,,587,,298,,,,Feb 2015,Mobile
Radeon HD 7640G + HD 8670M Dual,,677,,249,,,,Aug 2015,Mobile
Radeon HD 7640G + HD 8750M Dual,,997,,293,,,,Aug 2015,Mobile
Radeon HD 7640G + R5 M200 Dual,,559,,249,,,,Jul 2015,Unknown
Radeon HD 7640G + R5 M230 Dual,,239,,75,,,,Mar 2016,Unknown
Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,,824,,262,,,,Oct 2013,Mobile
Radeon HD 7640G N HD 7640G + HD 7670M Dual,,680,,305,,,,Nov 2013,Mobile
Radeon HD 7640G N HD 7640G + HD 8570M Dual,,423,,287,,,,Dec 2013,Mobile
Radeon HD 7650A,262.00,569,2.17,287,,,,Aug 2012,Unknown
Radeon HD 7650M,,442,,62,20,22.12,1024,Jul 2012,Mobile
Radeon HD 7660D,,502,,178,100,5.02,,Jun 2012,Desktop
Radeon HD 7660D + 6570 Dual,,"1,100",,551,,,,Mar 2013,Unknown
Radeon HD 7660D + 6670 Dual,,"1,238",,524,,,,Nov 2012,Unknown
Radeon HD 7660D + 7470 Dual,,466,,491,,,,Nov 2012,Unknown
Radeon HD 7660D + 7500 Dual,,"1,121",,500,,,,Dec 2013,Unknown
Radeon HD 7660D + 7540D Dual,,"1,204",,547,,,,Mar 2013,Unknown
Radeon HD 7660D + 7670 Dual,,"1,062",,494,,,,Nov 2012,Unknown
Radeon HD 7660D + HD 6670 Dual,,"1,485",,515,,,,Dec 2014,Unknown
Radeon HD 7660D + HD 7000 Dual,,634,,465,,,,May 2014,Unknown
Radeon HD 7660D + HD 7400 Dual,,340,,448,,,,Sep 2015,Unknown
Radeon HD 7660D + HD 7700 Dual,,"1,958",,495,,,,Oct 2015,Unknown
Radeon HD 7660D + R5 235 Dual,,524,,386,,,,Feb 2017,Unknown
Radeon HD 7660D + R7 240 Dual,,942,,453,,,,Mar 2015,Unknown
Radeon HD 7660G,,477,,132,,,,Jun 2012,Unknown
Radeon HD 7660G + 7400M Dual,,588,,326,,,,Jan 2013,Mobile
Radeon HD 7660G + 7470M Dual,,631,,351,,,,Aug 2012,Mobile
Radeon HD 7660G + 7600M Dual,,832,,341,,,,Oct 2012,Mobile
Radeon HD 7660G + 7610M Dual,,746,,323,,,,Dec 2012,Mobile
Radeon HD 7660G + 7670M Dual,,743,,347,,,,Jun 2012,Mobile
Radeon HD 7660G + 7700M Dual,,757,,311,,,,Aug 2013,Mobile
Radeon HD 7660G + 7730M Dual,,931,,392,,,,Jan 2014,Mobile
Radeon HD 7660G + 8600M Dual,,446,,360,,,,Mar 2014,Mobile
Radeon HD 7660G + 8670M Dual,,588,,333,,,,Mar 2014,Mobile
Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,,"1,002",,347,,,,Apr 2014,Unknown
Radeon HD 7660G + HD 7500/7600 Dual,,760,,369,,,,Sep 2016,Unknown
Radeon HD 7660G + HD 7500M/7600M Dual,,999,,323,,,,Apr 2016,Mobile
Radeon HD 7660G + HD 7600M Dual,,568,,90,,,,Apr 2014,Mobile
Radeon HD 7660G + HD 7600M N HD 7600M Dual,,460,,297,,,,Jul 2014,Mobile
Radeon HD 7660G + HD 7670M Dual,,707,,317,,,,Jan 2014,Mobile
Radeon HD 7660G + HD 7700M Dual,,777,,168,,,,Oct 2014,Mobile
Radeon HD 7660G + HD 7730M Dual,,882,,329,,,,Feb 2016,Mobile
Radeon HD 7660G + HD 8500M Dual,,758,,355,,,,Sep 2014,Mobile
Radeon HD 7660G + HD 8600/8700M Dual,,747,,365,,,,Jun 2016,Mobile
Radeon HD 7660G + HD 8600M Dual,,364,,337,,,,May 2016,Mobile
Radeon HD 7660G + HD 8670M Dual,,711,,325,,,,Dec 2015,Mobile
Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,,723,,292,,,,Nov 2013,Mobile
Radeon HD 7660G N HD 7660G + HD 7670M Dual,,705,,318,,,,Jan 2014,Mobile
Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,,967,,351,,,,Dec 2013,Mobile
Radeon HD 7670,,814,,330,66,12.33,1024,Feb 2012,Desktop
Radeon HD 7670A,,"1,050",,702,,,,Feb 2012,Unknown
Radeon HD 7670M,629.99,472,0.75,93,20,23.60,1024,May 2012,Mobile
Radeon HD 7670M + 7670M Dual,,738,,294,,,,Nov 2012,Mobile
Radeon HD 7690M,,909,,454,20,45.46,2048,Dec 2012,Mobile
Radeon HD 7690M XT,,"1,009",,552,25,40.37,2048,Jan 2015,Mobile
Radeon HD 7700-serie,,"1,899",,533,,,,Dec 2012,Unknown
Radeon HD 7730,232.70,"1,208",5.19,400,47,25.71,1024,Mar 2015,Desktop
Radeon HD 7730M,,775,,214,25,30.99,2048,Mar 2015,Mobile
Radeon HD 7750,134.59,"1,700",12.63,425,55,30.91,4096,Jun 2012,Desktop
Radeon HD 7750M,,"1,191",,693,28,42.55,2048,Apr 2013,Mobile
Radeon HD 7770,300.00,"2,172",7.24,462,80,27.16,2048,Jun 2012,Desktop
Radeon HD 7790,139.99,"3,090",22.07,459,85,36.36,2048,Apr 2013,Desktop
Radeon HD 7800-serie,,"4,029",,708,,,,Oct 2014,Unknown
Radeon HD 7850,169.05,"3,864",22.86,564,130,29.72,2048,May 2012,Desktop
Radeon HD 7850M,,"1,373",,566,40,34.32,2048,Jun 2012,Mobile
Radeon HD 7870,176.00,"4,635",26.34,591,175,26.49,2048,Jun 2012,Desktop
Radeon HD 7870 XT,,"4,470",,661,185,24.16,2048,May 2013,Desktop
Radeon HD 7870M,,"1,507",,556,45,33.50,2048,Dec 2012,Mobile
Radeon HD 7950 / R9 280,240.83,"4,765",19.78,691,200,23.82,3072,Jun 2012,Desktop
Radeon HD 7970 / R9 280X,246.99,"5,248",21.25,730,250,20.99,3072,Aug 2012,Desktop
Radeon HD 7970M,,"3,529",,506,75,47.06,4096,Jun 2012,Mobile
Radeon HD 7990,399.99,"5,566",13.91,766,375,14.84,3072,May 2013,Desktop
Radeon HD 8180,,139,,35,,,,Oct 2013,Unknown
Radeon HD 8210,,189,,47,,,,Jul 2013,Unknown
Radeon HD 8210E,,194,,202,,,,Mar 2017,Unknown
Radeon HD 8240,,246,,63,,,,Sep 2013,Unknown
Radeon HD 8250,,212,,59,,,,Jun 2013,Unknown
Radeon HD 8280,,261,,75,,,,Feb 2014,Unknown
Radeon HD 8280E,,256,,81,,,,Jan 2014,Unknown
Radeon HD 8280G,,270,,130,,,,May 2013,Unknown
Radeon HD 8310E,,341,,187,,,,Aug 2015,Unknown
Radeon HD 8330,,265,,68,,,,Aug 2013,Unknown
Radeon HD 8330E,,251,,83,,,,Nov 2013,Unknown
Radeon HD 8350,99.81,163,1.63,222,4.4,37.04,512,Nov 2013,Desktop
Radeon HD 8350G,,304,,169,35,8.69,0,Jul 2013,Mobile
Radeon HD 8370D,,312,,148,,,,Nov 2013,Unknown
Radeon HD 8400,,266,,78,,,,Jul 2013,Unknown
Radeon HD 8400E,,276,,113,,,,Dec 2013,Unknown
Radeon HD 8410G,,435,,263,,,,Apr 2014,Unknown
Radeon HD 8450G,,349,,143,,,,Jul 2013,Unknown
Radeon HD 8450G + 8600/8700M Dual,,"1,070",,381,,,,Nov 2013,Mobile
Radeon HD 8450G + 8600M Dual,,545,,356,,,,Dec 2013,Mobile
Radeon HD 8450G + 8670M Dual,,475,,414,,,,Aug 2013,Mobile
Radeon HD 8450G + 8750M Dual,,637,,299,,,,Oct 2013,Mobile
Radeon HD 8450G + HD 8600M Dual,,452,,326,,,,Mar 2015,Mobile
Radeon HD 8450G + HD 8670M Dual,,478,,267,,,,Feb 2017,Mobile
Radeon HD 8450G + HD 8750M Dual,,504,,323,,,,Oct 2016,Mobile
Radeon HD 8450G + R5 M230 Dual,,578,,298,,,,Dec 2017,Unknown
Radeon HD 8470,,251,,168,35,7.16,1024,Sep 2013,Desktop
Radeon HD 8470D,,368,,144,,,,Jul 2013,Unknown
Radeon HD 8470D + 6450 Dual,,717,,558,,,,Sep 2013,Unknown
Radeon HD 8470D + 6570 Dual,,838,,454,,,,Mar 2014,Unknown
Radeon HD 8470D + HD 6450 Dual,,863,,590,,,,Sep 2014,Unknown
Radeon HD 8470D + HD 6670 Dual,,"1,436",,512,,,,Jul 2017,Unknown
Radeon HD 8470D + HD 7500 Dual,,"1,545",,465,,,,Sep 2018,Unknown
Radeon HD 8490,89.99,263,2.93,174,35,7.53,1024,Mar 2014,Desktop
Radeon HD 8500M,,420,,114,,,,Apr 2015,Mobile
Radeon HD 8500M/8700M,,853,,503,,,,Feb 2015,Mobile
Radeon HD 8510G,,358,,102,,,,Aug 2013,Unknown
Radeon HD 8510G + 8500M Dual,,596,,260,,,,Aug 2014,Mobile
Radeon HD 8510G + HD 8500M Dual,,630,,191,,,,May 2015,Mobile
Radeon HD 8550D,,567,,226,,,,Mar 2014,Unknown
Radeon HD 8550G,,412,,117,,,,Jul 2013,Unknown
Radeon HD 8550G + 7600M Dual,,901,,395,,,,May 2016,Mobile
Radeon HD 8550G + 8500M Dual,,603,,304,,,,Sep 2013,Mobile
Radeon HD 8550G + 8570M Dual,,533,,307,,,,Aug 2013,Mobile
Radeon HD 8550G + 8600/8700M Dual,,803,,336,,,,Aug 2013,Mobile
Radeon HD 8550G + 8600M Dual,,618,,321,,,,Aug 2013,Mobile
Radeon HD 8550G + 8670M Dual,,579,,334,,,,Aug 2013,Mobile
Radeon HD 8550G + 8690M Dual,,664,,260,,,,Nov 2013,Mobile
Radeon HD 8550G + 8750M Dual,,796,,321,,,,Aug 2013,Mobile
Radeon HD 8550G + HD 7600M Dual,,548,,181,,,,Jul 2015,Mobile
Radeon HD 8550G + HD 8500M Dual,,559,,301,,,,Aug 2014,Mobile
Radeon HD 8550G + HD 8570M Dual,,529,,260,,,,Mar 2016,Mobile
Radeon HD 8550G + HD 8600/8700M Dual,,655,,170,,,,Aug 2015,Mobile
Radeon HD 8550G + HD 8600M Dual,,594,,322,,,,Dec 2014,Mobile
Radeon HD 8550G + HD 8670M Dual,,546,,315,,,,Mar 2016,Mobile
Radeon HD 8550G + HD 8750M Dual,,819,,336,,,,Dec 2014,Mobile
Radeon HD 8550G + R5 M200 Dual,,619,,276,,,,Jul 2015,Unknown
Radeon HD 8550G + R5 M230 Dual,,488,,211,,,,Oct 2014,Unknown
Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,,612,,116,,,,May 2015,Mobile
Radeon HD 8570,98.68,942,9.55,277,66,14.28,2048,Aug 2013,Desktop
Radeon HD 8570 + 8670D Dual,,620,,496,,,,Nov 2013,Unknown
Radeon HD 8570 + HD 7660D Dual,,949,,467,,,,Nov 2013,Unknown
Radeon HD 8570D,,432,,157,,,,Jun 2013,Unknown
Radeon HD 8570D + 6570 Dual,,"1,239",,459,,,,Oct 2014,Unknown
Radeon HD 8570D + 6670 Dual,,"1,040",,505,,,,Sep 2014,Unknown
Radeon HD 8570D + HD 6570 Dual,,868,,506,,,,Oct 2014,Unknown
Radeon HD 8570D + HD 6670 Dual,,"1,261",,537,,,,Oct 2014,Unknown
Radeon HD 8570D + HD 7000 Dual,,753,,465,,,,Jun 2015,Unknown
Radeon HD 8570D + HD 7700 Dual,,"1,835",,466,,,,Dec 2014,Unknown
Radeon HD 8570D + HD 8470 Dual,,338,,416,,,,Dec 2016,Unknown
Radeon HD 8570D + HD 8570 Dual,,"1,033",,520,,,,Apr 2016,Unknown
Radeon HD 8570D + HD8490 Dual,,374,,380,,,,Jan 2016,Unknown
Radeon HD 8570D + R5 235 Dual,,471,,470,,,,Dec 2015,Unknown
Radeon HD 8570D + R7 200 Dual,,999,,401,,,,May 2014,Unknown
Radeon HD 8570D + R7 240 Dual,,964,,489,,,,Dec 2014,Unknown
Radeon HD 8570M,,441,,162,,,,Feb 2015,Mobile
Radeon HD 8600/8700M,,"1,030",,554,,,,Nov 2014,Mobile
Radeon HD 8610G,,415,,117,,,,Jul 2013,Unknown
Radeon HD 8610G + 8500M Dual,,610,,298,,,,Sep 2013,Mobile
Radeon HD 8610G + 8600M Dual,,589,,320,,,,Nov 2013,Mobile
Radeon HD 8610G + 8670M Dual,,600,,356,,,,Jan 2014,Mobile
Radeon HD 8610G + HD 8500M Dual,,646,,274,,,,Aug 2014,Mobile
Radeon HD 8610G + HD 8600M Dual,,481,,156,,,,Dec 2014,Mobile
Radeon HD 8610G + HD 8670M Dual,,578,,282,,,,Dec 2013,Mobile
Radeon HD 8610G + R5 M200 Dual,,676,,291,,,,Jun 2016,Unknown
Radeon HD 8650D,,396,,259,,,,Jun 2014,Unknown
Radeon HD 8650G,,524,,138,,,,May 2013,Unknown
Radeon HD 8650G + 7600M Dual,,742,,404,,,,Nov 2013,Mobile
Radeon HD 8650G + 7670M Dual,,884,,379,,,,Aug 2013,Mobile
Radeon HD 8650G + 7700M Dual,,"1,126",,399,,,,Jul 2014,Mobile
Radeon HD 8650G + 8500M Dual,,627,,351,,,,Oct 2013,Mobile
Radeon HD 8650G + 8570M Dual,,654,,282,,,,Nov 2013,Mobile
Radeon HD 8650G + 8600/8700M Dual,,832,,374,,,,Jul 2013,Mobile
Radeon HD 8650G + 8600M Dual,,613,,370,,,,Oct 2013,Mobile
Radeon HD 8650G + 8670M Dual,,635,,355,,,,Aug 2013,Mobile
Radeon HD 8650G + 8750M Dual,,787,,381,,,,Jul 2013,Mobile
Radeon HD 8650G + HD 7600M Dual,,820,,346,,,,Mar 2015,Mobile
Radeon HD 8650G + HD 7670M Dual,,634,,305,,,,Sep 2016,Mobile
Radeon HD 8650G + HD 8570M Dual,,716,,317,,,,Sep 2014,Mobile
Radeon HD 8650G + HD 8600/8700M Dual,,764,,356,,,,Mar 2014,Mobile
Radeon HD 8650G + HD 8600M Dual,,606,,378,,,,Sep 2014,Mobile
Radeon HD 8650G + HD 8600M N HD 8600M Dual,,758,,413,,,,Dec 2013,Mobile
Radeon HD 8650G + HD 8670M Dual,,585,,320,,,,Dec 2015,Mobile
Radeon HD 8650G + HD 8750M Dual,,652,,233,,,,May 2014,Mobile
Radeon HD 8650G + HD 8790M Dual,,800,,404,,,,Nov 2014,Mobile
Radeon HD 8650G + R5 M200 Dual,,723,,323,,,,Jul 2015,Unknown
Radeon HD 8650G + R5 M230 Dual,,686,,374,,,,Jun 2014,Unknown
Radeon HD 8650G N HD 8650G + HD 8570M Dual,,773,,368,,,,Aug 2014,Mobile
Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,,796,,322,,,,Dec 2013,Mobile
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,,680,,347,,,,Dec 2013,Mobile
Radeon HD 8670D,,530,,185,,,,Jun 2013,Unknown
Radeon HD 8670D + 6670 Dual,,"1,361",,568,,,,Jun 2013,Unknown
Radeon HD 8670D + 7000 Dual,,812,,488,,,,Nov 2017,Unknown
Radeon HD 8670D + 7700 Dual,,"1,789",,572,,,,Jul 2013,Unknown
Radeon HD 8670D + 8570 Dual,,974,,419,,,,Mar 2014,Unknown
Radeon HD 8670D + HD 6670 Dual,,"1,222",,541,,,,May 2014,Unknown
Radeon HD 8670D + HD 7000 Dual,,719,,403,,,,Mar 2015,Unknown
Radeon HD 8670D + HD 7600 Dual,,"1,318",,472,,,,Oct 2017,Unknown
Radeon HD 8670D + HD 7700 Dual,,"1,892",,446,,,,Apr 2017,Unknown
Radeon HD 8670D + R5 235 Dual,,837,,518,,,,Oct 2014,Unknown
Radeon HD 8670D + R5 330 Dual,,746,,494,,,,Mar 2017,Unknown
Radeon HD 8670D + R7 200 Dual,,950,,506,,,,Dec 2014,Unknown
Radeon HD 8670D + R7 240 Dual,,"1,020",,525,,,,Oct 2014,Unknown
Radeon HD 8670D N HD 8670D + HD 8670D Dual,,489,,526,,,,Dec 2013,Unknown
Radeon HD 8670M,,520,,488,,,1024,Dec 2014,Mobile
Radeon HD 8690A,,500,,127,,,,May 2015,Unknown
Radeon HD 8690M,,984,,768,,,,Feb 2015,Mobile
Radeon HD 8730M,,770,,178,,,2048,Jan 2015,Mobile
Radeon HD 8750M,,999,,203,,,2048,Jul 2014,Mobile
Radeon HD 8790M,,"1,306",,751,,,2048,Dec 2014,Mobile
Radeon HD 8790M / R9 M290X,,"1,211",,694,,,,Aug 2015,Mobile
Radeon HD 8850M,,973,,502,,,2048,Apr 2015,Mobile
Radeon HD 8850M / R9 M265X,,"1,140",,741,,,,Feb 2016,Mobile
Radeon HD 8870M,,"1,638",,629,,,2048,Mar 2014,Mobile
Radeon HD 8870M / R9 M270X / M370X,,"1,800",,679,,,,Aug 2014,Mobile
Radeon HD 8950,,"2,765",,366,225,12.29,3072,Aug 2014,Desktop
Radeon HD 8970M,139.99,"3,876",27.69,807,100,38.76,4096,Apr 2014,Mobile
Radeon HD 8990,,"5,214",,658,375,13.90,3072,Nov 2013,Desktop
Radeon HD HD7850M,,"1,652",,686,,,,May 2015,Mobile
Radeon HD4650,152.90,240,1.57,99,,,,Mar 2012,Unknown
Radeon HD4670,,366,,585,,,,Aug 2012,Unknown
RADEON HD6370D,,320,,312,,,,Dec 2011,Unknown
RADEON HD6410D,,423,,296,,,,Feb 2012,Unknown
RADEON HD6530D,,532,,327,,,,Aug 2012,Unknown
RADEON HD7450,22.25,199,8.95,215,,,,Jan 2014,Unknown
Radeon HD8530M,,490,,438,,,,Nov 2016,Mobile
Radeon HD8970M,,"3,369",,663,,,,Dec 2014,Mobile
Radeon HDG 4670,,170,,197,,,,Aug 2015,Unknown
RADEON IGP 320,,4,,44,,,,Aug 2013,Unknown
Radeon IGP 320M,,4,,101,,,,Sep 2009,Mobile
Radeon IGP 340M,,3,,102,,,,Apr 2009,Mobile
RADEON IGP 345M,,3,,82,,,,Jun 2009,Mobile
RADEON IGP 34xM,,2,,89,,,,Dec 2010,Mobile
RADEON IGP 350M,,6,,136,,,,Aug 2009,Mobile
Radeon Infoshock 3000,,107,,475,,,,May 2017,Unknown
Radeon Instinct MI25 MxGPU,,"4,979",,371,,,,Jan 2020,Unknown
Radeon M535DX,,750,,288,,,,Jul 2019,Unknown
Radeon Pro,429.00,"2,475",5.77,610,,,,Jul 2021,Unknown
Radeon Pro 450,,"2,723",,619,,,,Feb 2017,Unknown
Radeon Pro 455,449.00,"3,113",6.93,705,,,,Dec 2018,Unknown
Radeon Pro 460,,"3,453",,679,,,,May 2017,Unknown
Radeon Pro 465,,"4,538",,562,,,,Aug 2019,Unknown
Radeon Pro 5300,,"7,144",,631,,,,Nov 2020,Unknown
Radeon Pro 5300M,,"5,957",,615,85,70.08,4096,Dec 2019,Mobile
Radeon Pro 5500 XT,,"8,375",,603,,,,Sep 2020,Unknown
Radeon Pro 5500M,,"6,771",,663,85,79.66,8192,Nov 2019,Mobile
Radeon Pro 555,1049.00,"3,141",2.99,659,,,,Jun 2017,Unknown
Radeon Pro 560,,"3,475",,724,,,,Sep 2017,Unknown
Radeon Pro 5600M,,"9,233",,681,50,184.65,8192,Aug 2020,Mobile
Radeon Pro 560X,,"3,678",,711,,,,Dec 2018,Unknown
Radeon Pro 570,,"6,337",,697,,,,May 2019,Unknown
Radeon Pro 5700,,"11,844",,829,130,91.11,8192,Aug 2020,Desktop
Radeon Pro 5700 XT,,"12,613",,816,130,97.03,16384,Aug 2020,Desktop
Radeon Pro 580,,"7,753",,943,,,,May 2018,Unknown
Radeon Pro 580X,,"7,540",,698,150,50.27,8192,Sep 2019,Desktop
Radeon Pro Duo,3970.36,"8,164",2.06,765,350,23.33,8192,Sep 2016,Desktop
Radeon PRO Ryzen 5 PRO 6650U,,"4,067",,829,,,,Dec 2022,Unknown
Radeon PRO Ryzen 7 PRO 6850U,,"5,708",,748,,,,Dec 2022,Unknown
Radeon Pro SSG,2410.15,"10,972",4.55,588,,,,Sep 2018,Unknown
Radeon Pro V340 MxGPU,,"2,853",,118,,,,Nov 2018,Unknown
Radeon Pro V520 MxGPU,,"12,258",,525,,,,Dec 2020,Unknown
Radeon Pro Vega 16,,"4,809",,585,,,,May 2019,Unknown
Radeon Pro Vega 20,,"5,300",,558,,,,Nov 2018,Unknown
Radeon Pro Vega 48,,"11,300",,784,,,,Aug 2019,Unknown
Radeon Pro Vega 56,,"12,354",,828,,,8192,Mar 2018,Desktop
Radeon Pro Vega 64,,"12,920",,797,,,,Jan 2018,Unknown
Radeon Pro Vega 64X,,"13,709",,827,,,,Jun 2021,Unknown
Radeon Pro Vega II,,"15,597",,748,,,,Feb 2020,Unknown
Radeon Pro Vega II Duo,,"14,018",,858,,,,Feb 2023,Unknown
Radeon Pro VII,,"12,801",,573,,,,Nov 2020,Unknown
Radeon Pro W5500,409.99,"9,117",22.24,827,125,72.94,8192,Feb 2020,Desktop
Radeon Pro W5500M,,"2,010",,533,85,23.65,4096,Jan 2020,Mobile
Radeon Pro W5500X,,"7,351",,729,,,,Aug 2023,Unknown
Radeon Pro W5700,649.99,"15,058",23.17,917,205,73.45,8192,Jan 2020,Desktop
Radeon Pro W5700X,,"17,591",,"1,060",,,,Dec 2022,Unknown
Radeon PRO W6300,,"5,482",,628,25,219.30,2048,May 2023,"Mobile, Workstation"
Radeon PRO W6400,,"8,033",,753,,,,Apr 2022,Unknown
